FIPS,Date,Province_State,Lat,Long_,Confirmed,Deaths,Testing_Rate,Mortality_Rate
20.0,04-27-2021,KS,38.5266,-96.7265,309371,4964,46898.446236828575,0.0
21.0,04-27-2021,KY,37.6681,-84.6701,441880,6476,103109.11295432768,0.0
22.0,04-27-2021,LA,31.1695,-91.8678,456884,10352,138021.47395647128,0.0
23.0,04-27-2021,ME,44.6939,-69.3819,60430,777,151517.24579158644,0.0
24.0,04-27-2021,MD,39.0639,-76.8021,444491,8688,158278.30781649044,0.0
25.0,04-27-2021,MA,42.2302,-71.5301,684630,14113,304923.2187494152,0.0
26.0,04-27-2021,MI,43.3266,-84.5361,923464,18563,127144.5060242677,0.0
27.0,04-27-2021,MN,45.6945,-93.9002,570518,7169,149463.22738788632,0.0
28.0,04-27-2021,MS,32.7416,-89.6787,311159,7188,62954.038927486494,0.0
29.0,04-27-2021,MO,38.4561,-92.2884,589372,9116,85270.37710259086,0.0
30.0,04-27-2021,MT,46.9219,-110.4544,108287,1566,121070.6994343072,0.0
31.0,04-27-2021,NE,41.1254,-98.2681,219090,2242,145257.2570005914,0.0
32.0,04-27-2021,NV,38.3135,-117.0554,314085,5444,102438.22066155088,0.0
33.0,04-27-2021,NH,43.4525,-71.5639,94203,1294,136264.69154107012,0.0
34.0,04-27-2021,NJ,40.2989,-74.521,991010,25460,150570.97405031868,0.0
35.0,04-27-2021,NM,34.8405,-106.2485,196997,4039,154325.98461772516,0.0
36.0,04-27-2021,NY,42.1657,-74.9481,2037414,51914,259531.1418819413,0.0
37.0,04-27-2021,NC,35.6301,-79.8064,963771,12583,107212.50897685412,0.0
38.0,04-27-2021,ND,47.5289,-99.784,106946,1517,198516.2624563356,0.0
39.0,04-27-2021,OH,40.3888,-82.7649,1067262,19791,105033.7408354792,0.0
40.0,04-27-2021,OK,35.5653,-96.9289,447393,6716,100518.83119689276,0.0
41.0,04-27-2021,OR,44.572,-122.0709,182040,2488,109507.25471977034,0.0
42.0,04-27-2021,PA,40.5908,-77.2098,1151189,26068,100367.68505268986,0.0
44.0,04-27-2021,RI,41.6809,-71.5118,147220,2664,372704.20564849937,0.0
45.0,04-27-2021,SC,33.8569,-80.945,575956,9435,118020.53872093109,0.0
46.0,04-27-2021,SD,44.2998,-99.4388,122228,1961,87492.92100119933,0.0
47.0,04-27-2021,TN,35.7478,-86.6923,838691,12107,111246.96778849096,0.0
48.0,04-27-2021,TX,31.0545,-97.5635,2919181,50027,78550.94659824269,0.0
49.0,04-27-2021,UT,40.15,-111.8624,396004,2186,101714.93201096207,0.0
50.0,04-27-2021,VT,44.0459,-72.7107,22675,245,247603.40326512163,0.0
51.0,04-27-2021,VA,37.7693,-78.17,656020,10722,81568.71304486581,0.0
53.0,04-27-2021,WA,47.4009,-121.4905,398509,5462,84664.26251819954,0.0
54.0,04-27-2021,WV,38.4912,-80.9545,151848,2662,151235.5850273443,0.0
55.0,04-27-2021,WI,44.2685,-89.6165,657872,7494,1.4077430504149984e-05,0.0
56.0,04-27-2021,WY,42.756,-107.3025,57883,707,123933.10514393728,0.0
1.0,04-28-2021,AL,32.3182,-86.9023,527083,10879,90947.12926393762,0.0
2.0,04-28-2021,AK,61.3707,-152.4044,67834,347,283923.88711562514,0.0
4.0,04-28-2021,AZ,33.7298,-111.4312,860772,17282,125105.6745302778,0.0
5.0,04-28-2021,AR,34.9697,-92.3731,335289,5726,98028.86469764108,0.0
6.0,04-28-2021,CA,36.1162,-119.6816,3801003,60618,150546.13606528795,0.0
8.0,04-28-2021,CO,39.0598,-105.3111,506405,6272,134226.83380519613,0.0
9.0,04-28-2021,CT,41.5978,-72.7554,337961,8080,223508.09345783383,0.0
10.0,04-28-2021,DE,39.3185,-75.5071,103844,1622,175585.35743773644,0.0
12.0,04-28-2021,FL,27.7663,-81.6868,2222546,35030,129462.58723626236,0.0
13.0,04-28-2021,GA,33.0406,-83.6431,1097279,20098,77784.60931621543,0.0
15.0,04-28-2021,HI,21.0943,-157.4983,33537,482,100273.400420377,0.0
16.0,04-28-2021,ID,44.2405,-114.4788,187269,2045,39427.38512589077,0.0
17.0,04-28-2021,IL,40.3495,-88.9861,1328454,24211,176624.29890700005,0.0
18.0,04-28-2021,IN,39.8494,-86.2583,717564,13312,143735.08942593815,0.0
19.0,04-28-2021,IA,42.0115,-93.2105,364036,5931,45079.31678219501,0.0
20.0,04-28-2021,KS,38.5266,-96.7265,310011,4979,46898.446236828575,0.0
21.0,04-28-2021,KY,37.6681,-84.6701,442618,6485,103187.58781137293,0.0
22.0,04-28-2021,LA,31.1695,-91.8678,457326,10367,138487.74542386693,0.0
23.0,04-28-2021,ME,44.6939,-69.3819,60691,778,151818.61194513962,0.0
24.0,04-28-2021,MD,39.0639,-76.8021,445493,8709,158564.31369176006,0.0
25.0,04-28-2021,MA,42.2302,-71.5301,686243,14122,305668.7099011781,0.0
26.0,04-28-2021,MI,43.3266,-84.5361,928407,18600,127502.9070707631,0.0
27.0,04-28-2021,MN,45.6945,-93.9002,572025,7191,149672.12399674306,0.0
28.0,04-28-2021,MS,32.7416,-89.6787,311493,7193,63418.26299691312,0.0
29.0,04-28-2021,MO,38.4561,-92.2884,590175,9129,85411.57631502968,0.0
30.0,04-28-2021,MT,46.9219,-110.4544,108489,1567,121417.26345415044,0.0
31.0,04-28-2021,NE,41.1254,-98.2681,219341,2242,145670.92361073775,0.0
32.0,04-28-2021,NV,38.3135,-117.0554,314475,5448,102575.09684574418,0.0
33.0,04-28-2021,NH,43.4525,-71.5639,94405,1296,136898.8704217293,0.0
34.0,04-28-2021,NJ,40.2989,-74.521,993123,25509,150573.78867148756,0.0
35.0,04-28-2021,NM,34.8405,-106.2485,197218,4051,154590.4792427041,0.0
36.0,04-28-2021,NY,42.1657,-74.9481,2040448,51937,260064.07772849407,0.0
37.0,04-28-2021,NC,35.6301,-79.8064,965536,12619,107424.47333564454,0.0
38.0,04-28-2021,ND,47.5289,-99.784,107092,1517,198680.02865908548,0.0
39.0,04-28-2021,OH,40.3888,-82.7649,1068985,19805,105198.50972273314,0.0
40.0,04-28-2021,OK,35.5653,-96.9289,447642,6788,100768.54240276212,0.0
41.0,04-28-2021,OR,44.572,-122.0709,182916,2490,109859.12587721804,0.0
42.0,04-28-2021,PA,40.5908,-77.2098,1154559,26128,100669.52877400538,0.0
44.0,04-28-2021,RI,41.6809,-71.5118,147601,2668,373817.3295033515,0.0
45.0,04-28-2021,SC,33.8569,-80.945,576639,9472,118199.3600732144,0.0
46.0,04-28-2021,SD,44.2998,-99.4388,122398,1962,87599.17663189997,0.0
47.0,04-28-2021,TN,35.7478,-86.6923,839882,12124,111416.41727096132,0.0
48.0,04-28-2021,TX,31.0545,-97.5635,2923450,50098,78823.16112416105,0.0
49.0,04-28-2021,UT,40.15,-111.8624,396522,2190,101874.19797764038,0.0
50.0,04-28-2021,VT,44.0459,-72.7107,22723,246,248155.33607162943,0.0
51.0,04-28-2021,VA,37.7693,-78.17,657154,10735,81752.27540352262,0.0
53.0,04-28-2021,WA,47.4009,-121.4905,400149,5474,84934.46986057454,0.0
54.0,04-28-2021,WV,38.4912,-80.9545,152301,2673,151458.33461206028,0.0
55.0,04-28-2021,WI,44.2685,-89.6165,658696,7534,1.412685656891946e-05,0.0
56.0,04-28-2021,WY,42.756,-107.3025,57999,707,124519.70509313894,0.0
1.0,04-29-2021,AL,32.3182,-86.9023,527513,10887,91130.76500274822,0.0
2.0,04-29-2021,AK,61.3707,-152.4044,68002,347,277235.30336479645,0.0
4.0,04-29-2021,AZ,33.7298,-111.4312,861653,17305,125352.86095063182,0.0
5.0,04-29-2021,AR,34.9697,-92.3731,335529,5735,98231.19725469248,0.0
6.0,04-29-2021,CA,36.1162,-119.6816,3802972,60723,150893.83606687986,0.0
8.0,04-29-2021,CO,39.0598,-105.3111,509194,6284,134489.59980106747,0.0
9.0,04-29-2021,CT,41.5978,-72.7554,338447,8084,224078.7628036677,0.0
10.0,04-29-2021,DE,39.3185,-75.5071,104038,1624,175861.19429348386,0.0
12.0,04-29-2021,FL,27.7663,-81.6868,2228212,35084,129855.83164557791,0.0
13.0,04-29-2021,GA,33.0406,-83.6431,1098723,20158,77971.14233839982,0.0
15.0,04-29-2021,HI,21.0943,-157.4983,33659,483,100713.27069113591,0.0
16.0,04-29-2021,ID,44.2405,-114.4788,187479,2045,39506.67714940419,0.0
17.0,04-29-2021,IL,40.3495,-88.9861,1331848,24252,177316.36992031374,0.0
18.0,04-29-2021,IN,39.8494,-86.2583,718948,13324,144249.98652004634,0.0
19.0,04-29-2021,IA,42.0115,-93.2105,364486,5931,45139.56901114714,0.0
20.0,04-29-2021,KS,38.5266,-96.7265,310014,4979,47055.03766500967,0.0
21.0,04-29-2021,KY,37.6681,-84.6701,443408,6497,103408.79916681456,0.0
22.0,04-29-2021,LA,31.1695,-91.8678,457896,10376,138780.143839456,0.0
23.0,04-29-2021,ME,44.6939,-69.3819,60945,782,152875.2161117443,0.0
24.0,04-29-2021,MD,39.0639,-76.8021,446459,8718,159032.91275753928,0.0
25.0,04-29-2021,MA,42.2302,-71.5301,687638,14138,307154.84635987825,0.0
26.0,04-29-2021,MI,43.3266,-84.5361,932604,18716,127882.59609604903,0.0
27.0,04-29-2021,MN,45.6945,-93.9002,573938,7221,150006.3479319218,0.0
28.0,04-29-2021,MS,32.7416,-89.6787,311654,7195,63423.60547136585,0.0
29.0,04-29-2021,MO,38.4561,-92.2884,590973,9132,85616.9229195031,0.0
30.0,04-29-2021,MT,46.9219,-110.4544,108663,1570,121737.44220034473,0.0
31.0,04-29-2021,NE,41.1254,-98.2681,219559,2243,146198.42349700787,0.0
32.0,04-29-2021,NV,38.3135,-117.0554,314928,5459,102848.1024987046,0.0
33.0,04-29-2021,NH,43.4525,-71.5639,94676,1301,137629.54039498098,0.0
34.0,04-29-2021,NJ,40.2989,-74.521,995365,25529,150577.65033173125,0.0
35.0,04-29-2021,NM,34.8405,-106.2485,197447,4058,155066.8652522452,0.0
36.0,04-29-2021,NY,42.1657,-74.9481,2044345,52006,260956.0840814697,0.0
37.0,04-29-2021,NC,35.6301,-79.8064,967521,12631,107612.49623858849,0.0
38.0,04-29-2021,ND,47.5289,-99.784,107265,1522,199110.04616422285,0.0
39.0,04-29-2021,OH,40.3888,-82.7649,1070771,19824,105368.37737721468,0.0
40.0,04-29-2021,OK,35.5653,-96.9289,447931,6788,100973.6235115193,0.0
41.0,04-29-2021,OR,44.572,-122.0709,183830,2491,110267.94700570471,0.0
42.0,04-29-2021,PA,40.5908,-77.2098,1158361,26176,100996.3139321554,0.0
44.0,04-29-2021,RI,41.6809,-71.5118,147897,2669,375783.2315896092,0.0
45.0,04-29-2021,SC,33.8569,-80.945,577550,9495,118358.50660961164,0.0
46.0,04-29-2021,SD,44.2998,-99.4388,122532,1962,87739.79578572082,0.0
47.0,04-29-2021,TN,35.7478,-86.6923,840907,12133,111647.22117198948,0.0
48.0,04-29-2021,TX,31.0545,-97.5635,2927022,50164,79102.72496979829,0.0
49.0,04-29-2021,UT,40.15,-111.8624,396985,2197,102127.53878871776,0.0
50.0,04-29-2021,VT,44.0459,-72.7107,22824,246,249154.8729224393,0.0
51.0,04-29-2021,VA,37.7693,-78.17,658341,10751,81949.46317851322,0.0
53.0,04-29-2021,WA,47.4009,-121.4905,401718,5487,85192.96331543988,0.0
54.0,04-29-2021,WV,38.4912,-80.9545,152733,2674,152251.46151515472,0.0
55.0,04-29-2021,WI,44.2685,-89.6165,659600,7542,1.4178165007967458e-05,0.0
56.0,04-29-2021,WY,42.756,-107.3025,58069,707,124824.66795332772,0.0
1.0,04-30-2021,AL,32.3182,-86.9023,527922,10896,91262.94439226748,0.0
2.0,04-30-2021,AK,61.3707,-152.4044,68148,347,285881.52471823327,0.0
4.0,04-30-2021,AZ,33.7298,-111.4312,862497,17324,125627.03014830772,0.0
5.0,04-30-2021,AR,34.9697,-92.3731,335725,5739,98384.8851681554,0.0
6.0,04-30-2021,CA,36.1162,-119.6816,3805244,60876,151333.41649747218,0.0
8.0,04-30-2021,CO,39.0598,-105.3111,510966,6295,135110.58676765178,0.0
9.0,04-30-2021,CT,41.5978,-72.7554,339233,8097,224987.24506610548,0.0
10.0,04-30-2021,DE,39.3185,-75.5071,104405,1625,175950.3329348795,0.0
12.0,04-30-2021,FL,27.7663,-81.6868,2233518,35161,130220.70248834876,0.0
13.0,04-30-2021,GA,33.0406,-83.6431,1100187,20190,78161.52751943668,0.0
15.0,04-30-2021,HI,21.0943,-157.4983,33851,483,101213.31589296208,0.0
16.0,04-30-2021,ID,44.2405,-114.4788,187656,2046,39573.49061170132,0.0
17.0,04-30-2021,IL,40.3495,-88.9861,1335055,24291,178019.16551693715,0.0
18.0,04-30-2021,IN,39.8494,-86.2583,720425,13332,144823.18534200982,0.0
19.0,04-30-2021,IA,42.0115,-93.2105,364844,5950,45211.83365186826,0.0
20.0,04-30-2021,KS,38.5266,-96.7265,310600,4983,47055.03766500967,0.0
21.0,04-30-2021,KY,37.6681,-84.6701,444127,6501,103549.02876732477,0.0
22.0,04-30-2021,LA,31.1695,-91.8678,458581,10382,139284.96293877508,0.0
23.0,04-30-2021,ME,44.6939,-69.3819,61213,784,153379.52644374548,0.0
24.0,04-30-2021,MD,39.0639,-76.8021,447401,8744,159675.42112715196,0.0
25.0,04-30-2021,MA,42.2302,-71.5301,688973,14152,308523.0575888033,0.0
26.0,04-30-2021,MI,43.3266,-84.5361,936467,18753,128380.80088660528,0.0
27.0,04-30-2021,MN,45.6945,-93.9002,575812,7237,150685.25747779288,0.0
28.0,04-30-2021,MS,32.7416,-89.6787,311900,7199,63424.51268400876,0.0
29.0,04-30-2021,MO,38.4561,-92.2884,591637,9138,85805.8294125813,0.0
30.0,04-30-2021,MT,46.9219,-110.4544,108817,1571,122095.32756100892,0.0
31.0,04-30-2021,NE,41.1254,-98.2681,219826,2244,146655.66933139233,0.0
32.0,04-30-2021,NV,38.3135,-117.0554,315438,5464,103087.18129860958,0.0
33.0,04-30-2021,NH,43.4525,-71.5639,94886,1303,138140.6048785367,0.0
34.0,04-30-2021,NJ,40.2989,-74.521,997223,25554,152610.52735868067,0.0
35.0,04-30-2021,NM,34.8405,-106.2485,197733,4067,155521.83797534276,0.0
36.0,04-30-2021,NY,42.1657,-74.9481,2048150,52055,262118.17466221223,0.0
37.0,04-30-2021,NC,35.6301,-79.8064,969752,12651,107945.76969444564,0.0
38.0,04-30-2021,ND,47.5289,-99.784,107429,1523,199381.0214916897,0.0
39.0,04-30-2021,OH,40.3888,-82.7649,1072312,19846,105712.5099451626,0.0
40.0,04-30-2021,OK,35.5653,-96.9289,448305,6788,101163.03606976144,0.0
41.0,04-30-2021,OR,44.572,-122.0709,184812,2495,110726.46302981908,0.0
42.0,04-30-2021,PA,40.5908,-77.2098,1162826,26209,101414.60830813088,0.0
44.0,04-30-2021,RI,41.6809,-71.5118,148186,2671,377656.0586995368,0.0
45.0,04-30-2021,SC,33.8569,-80.945,578659,9497,118590.66166813692,0.0
46.0,04-30-2021,SD,44.2998,-99.4388,122660,1967,87784.78487191108,0.0
47.0,04-30-2021,TN,35.7478,-86.6923,841977,12140,111918.84992240644,0.0
48.0,04-30-2021,TX,31.0545,-97.5635,2930537,50219,79327.88798519348,0.0
49.0,04-30-2021,UT,40.15,-111.8624,397323,2202,102340.98512831422,0.0
50.0,04-30-2021,VT,44.0459,-72.7107,22952,246,250693.2013224592,0.0
51.0,04-30-2021,VA,37.7693,-78.17,659590,10770,82177.70940466537,0.0
53.0,04-30-2021,WA,47.4009,-121.4905,403040,5499,85466.0991296923,0.0
54.0,04-30-2021,WV,38.4912,-80.9545,153128,2679,152803.75995942298,0.0
55.0,04-30-2021,WI,44.2685,-89.6165,660450,7550,1.4218412780634352e-05,0.0
56.0,04-30-2021,WY,42.756,-107.3025,58142,707,125102.33102206617,0.0
1.0,05-01-2021,AL,32.3182,-86.9023,528309,10913,91344.91152179654,0.0
2.0,05-01-2021,AK,61.3707,-152.4044,68148,347,287072.56559746835,0.0
4.0,05-01-2021,AZ,33.7298,-111.4312,863571,17338,125958.8880842599,0.0
5.0,05-01-2021,AR,34.9697,-92.3731,335968,5741,98497.11909719784,0.0
6.0,05-01-2021,CA,36.1162,-119.6816,3807646,60993,151892.05628850596,0.0
8.0,05-01-2021,CO,39.0598,-105.3111,512804,6302,135651.8340135752,0.0
9.0,05-01-2021,CT,41.5978,-72.7554,339233,8097,225979.3671589412,0.0
10.0,05-01-2021,DE,39.3185,-75.5071,104621,1626,176071.71758249428,0.0
12.0,05-01-2021,FL,27.7663,-81.6868,2238937,35239,130483.65384118448,0.0
13.0,05-01-2021,GA,33.0406,-83.6431,1101487,20212,78368.21609160716,0.0
15.0,05-01-2021,HI,21.0943,-157.4983,33970,483,101653.186163721,0.0
16.0,05-01-2021,ID,44.2405,-114.4788,187656,2046,39621.89399937887,0.0
17.0,05-01-2021,IL,40.3495,-88.9861,1337868,24330,178871.94744938394,0.0
18.0,05-01-2021,IN,39.8494,-86.2583,721577,13338,145382.12437830676,0.0
19.0,05-01-2021,IA,42.0115,-93.2105,365229,5952,45259.40787367634,0.0
20.0,05-01-2021,KS,38.5266,-96.7265,310600,4983,47197.04089569473,0.0
21.0,05-01-2021,KY,37.6681,-84.6701,444771,6513,103809.05227396902,0.0
22.0,05-01-2021,LA,31.1695,-91.8678,458581,10382,139632.60148761162,0.0
23.0,05-01-2021,ME,44.6939,-69.3819,61616,789,154718.74972102616,0.0
24.0,05-01-2021,MD,39.0639,-76.8021,448340,8764,160269.36589432455,0.0
25.0,05-01-2021,MA,42.2302,-71.5301,690279,14161,309745.3711663238,0.0
26.0,05-01-2021,MI,43.3266,-84.5361,940175,18893,128830.20153387597,0.0
27.0,05-01-2021,MN,45.6945,-93.9002,577524,7247,151339.62641534058,0.0
28.0,05-01-2021,MS,32.7416,-89.6787,311900,7199,63427.704728493096,0.0
29.0,05-01-2021,MO,38.4561,-92.2884,592687,9145,85988.1370502432,0.0
30.0,05-01-2021,MT,46.9219,-110.4544,108985,1574,122422.430102416,0.0
31.0,05-01-2021,NE,41.1254,-98.2681,220032,2245,147050.3637288514,0.0
32.0,05-01-2021,NV,38.3135,-117.0554,315438,5464,103349.79786738074,0.0
33.0,05-01-2021,NH,43.4525,-71.5639,95163,1304,138858.03674457292,0.0
34.0,05-01-2021,NJ,40.2989,-74.521,998812,25588,153228.14531101,0.0
35.0,05-01-2021,NM,34.8405,-106.2485,197733,4067,156158.03673070145,0.0
36.0,05-01-2021,NY,42.1657,-74.9481,2052022,52107,263249.45340341545,0.0
37.0,05-01-2021,NC,35.6301,-79.8064,969752,12651,108315.5989215952,0.0
38.0,05-01-2021,ND,47.5289,-99.784,107499,1525,199779.9391650548,0.0
39.0,05-01-2021,OH,40.3888,-82.7649,1074019,19865,106106.51803817232,0.0
40.0,05-01-2021,OK,35.5653,-96.9289,448305,6788,101331.04336625162,0.0
41.0,05-01-2021,OR,44.572,-122.0709,185597,2498,111170.042133969,0.0
42.0,05-01-2021,PA,40.5908,-77.2098,1165926,26239,101856.92238916935,0.0
44.0,05-01-2021,RI,41.6809,-71.5118,148186,2671,379381.62722622405,0.0
45.0,05-01-2021,SC,33.8569,-80.945,579556,9506,118972.75708070016,0.0
46.0,05-01-2021,SD,44.2998,-99.4388,122660,1967,88118.35972956811,0.0
47.0,05-01-2021,TN,35.7478,-86.6923,842585,12139,112145.0851889262,0.0
48.0,05-01-2021,TX,31.0545,-97.5635,2934023,50274,79602.15797547245,0.0
49.0,05-01-2021,UT,40.15,-111.8624,397733,2203,102537.77498020872,0.0
50.0,05-01-2021,VT,44.0459,-72.7107,23032,247,252758.30182903865,0.0
51.0,05-01-2021,VA,37.7693,-78.17,660553,10777,82408.08789717415,0.0
53.0,05-01-2021,WA,47.4009,-121.4905,404709,5499,85723.47635088241,0.0
54.0,05-01-2021,WV,38.4912,-80.9545,153498,2679,153340.99267526602,0.0
55.0,05-01-2021,WI,44.2685,-89.6165,661209,7569,1.4255335483407798e-05,0.0
56.0,05-01-2021,WY,42.756,-107.3025,58142,707,125449.10748688145,0.0
1.0,05-02-2021,AL,32.3182,-86.9023,528597,10913,91414.39696850108,0.0
2.0,05-02-2021,AK,61.3707,-152.4044,68148,347,287072.56559746835,0.0
4.0,05-02-2021,AZ,33.7298,-111.4312,863927,17344,126265.72787484388,0.0
5.0,05-02-2021,AR,34.9697,-92.3731,336105,5743,98583.77151067463,0.0
6.0,05-02-2021,CA,36.1162,-119.6816,3809282,61038,152524.44794108396,0.0
8.0,05-02-2021,CO,39.0598,-105.3111,513765,6304,136186.29157509565,0.0
9.0,05-02-2021,CT,41.5978,-72.7554,339233,8097,225979.3671589412,0.0
10.0,05-02-2021,DE,39.3185,-75.5071,104909,1626,177373.98384002695,0.0
12.0,05-02-2021,FL,27.7663,-81.6868,2242778,35268,130665.72609581728,0.0
13.0,05-02-2021,GA,33.0406,-83.6431,1102789,20212,78719.39358543027,0.0
15.0,05-02-2021,HI,21.0943,-157.4983,34082,483,102128.51161686932,0.0
16.0,05-02-2021,ID,44.2405,-114.4788,187656,2046,39621.89399937887,0.0
17.0,05-02-2021,IL,40.3495,-88.9861,1339728,24358,179527.49648215517,0.0
18.0,05-02-2021,IN,39.8494,-86.2583,722646,13349,145852.71215924495,0.0
19.0,05-02-2021,IA,42.0115,-93.2105,365524,5959,45313.764829306485,0.0
20.0,05-02-2021,KS,38.5266,-96.7265,310600,4983,47197.04089569473,0.0
21.0,05-02-2021,KY,37.6681,-84.6701,445139,6517,103846.49906114436,0.0
22.0,05-02-2021,LA,31.1695,-91.8678,458581,10382,139632.60148761162,0.0
23.0,05-02-2021,ME,44.6939,-69.3819,61847,789,154729.53670998325,0.0
24.0,05-02-2021,MD,39.0639,-76.8021,448989,8776,160924.34597927774,0.0
25.0,05-02-2021,MA,42.2302,-71.5301,691172,14165,311185.8783376663,0.0
26.0,05-02-2021,MI,43.3266,-84.5361,940175,18893,129319.8650986992,0.0
27.0,05-02-2021,MN,45.6945,-93.9002,579235,7253,151904.66328299436,0.0
28.0,05-02-2021,MS,32.7416,-89.6787,311900,7199,63427.704728493096,0.0
29.0,05-02-2021,MO,38.4561,-92.2884,593474,9148,86188.1393965029,0.0
30.0,05-02-2021,MT,46.9219,-110.4544,109030,1574,122783.02884228528,0.0
31.0,05-02-2021,NE,41.1254,-98.2681,220127,2245,147409.33660323985,0.0
32.0,05-02-2021,NV,38.3135,-117.0554,315438,5464,103349.79786738074,0.0
33.0,05-02-2021,NH,43.4525,-71.5639,95377,1305,139208.4788605814,0.0
34.0,05-02-2021,NJ,40.2989,-74.521,1000010,25600,153773.14603718228,0.0
35.0,05-02-2021,NM,34.8405,-106.2485,197733,4067,156158.03673070145,0.0
36.0,05-02-2021,NY,42.1657,-74.9481,2054848,52157,263249.45340341545,0.0
37.0,05-02-2021,NC,35.6301,-79.8064,969752,12651,108315.5989215952,0.0
38.0,05-02-2021,ND,47.5289,-99.784,107554,1525,200018.76487739844,0.0
39.0,05-02-2021,OH,40.3888,-82.7649,1075004,19889,106436.338126973,0.0
40.0,05-02-2021,OK,35.5653,-96.9289,448305,6788,101331.04336625162,0.0
41.0,05-02-2021,OR,44.572,-122.0709,186344,2501,111170.042133969,0.0
42.0,05-02-2021,PA,40.5908,-77.2098,1168402,26258,102229.6457214578,0.0
44.0,05-02-2021,RI,41.6809,-71.5118,148186,2671,379381.62722622405,0.0
45.0,05-02-2021,SC,33.8569,-80.945,580273,9520,119427.7056367862,0.0
46.0,05-02-2021,SD,44.2998,-99.4388,122660,1967,88118.35972956811,0.0
47.0,05-02-2021,TN,35.7478,-86.6923,843084,12140,112145.0851889262,0.0
48.0,05-02-2021,TX,31.0545,-97.5635,2935330,50290,79872.88263460594,0.0
49.0,05-02-2021,UT,40.15,-111.8624,398012,2204,102766.7860901484,0.0
50.0,05-02-2021,VT,44.0459,-72.7107,23126,247,254030.43963916032,0.0
51.0,05-02-2021,VA,37.7693,-78.17,661314,10791,82609.38790013822,0.0
53.0,05-02-2021,WA,47.4009,-121.4905,404709,5499,85999.54063701224,0.0
54.0,05-02-2021,WV,38.4912,-80.9545,153918,2686,153966.94579183517,0.0
55.0,05-02-2021,WI,44.2685,-89.6165,661685,7567,1.4253039192887372e-05,0.0
56.0,05-02-2021,WY,42.756,-107.3025,58142,707,125449.10748688145,0.0
1.0,05-03-2021,AL,32.3182,-86.9023,528784,10913,91524.03998625385,0.0
2.0,05-03-2021,AK,61.3707,-152.4044,68426,348,287072.56559746835,0.0
4.0,05-03-2021,AZ,33.7298,-111.4312,864579,17344,126591.93921126483,0.0
5.0,05-03-2021,AR,34.9697,-92.3731,336166,5747,98665.58596913517,0.0
6.0,05-03-2021,CA,36.1162,-119.6816,3810759,61040,153154.97940978923,0.0
8.0,05-03-2021,CO,39.0598,-105.3111,514721,6306,136594.61034504793,0.0
9.0,05-03-2021,CT,41.5978,-72.7554,340545,8112,225979.3671589412,0.0
10.0,05-03-2021,DE,39.3185,-75.5071,105067,1626,178173.66425540482,0.0
12.0,05-03-2021,FL,27.7663,-81.6868,2245853,35307,130991.53788874498,0.0
13.0,05-03-2021,GA,33.0406,-83.6431,1103659,20227,78860.55778318338,0.0
15.0,05-03-2021,HI,21.0943,-157.4983,34156,484,102541.75518690958,0.0
16.0,05-03-2021,ID,44.2405,-114.4788,188024,2052,39621.89399937887,0.0
17.0,05-03-2021,IL,40.3495,-88.9861,1341777,24389,180104.83260456412,0.0
18.0,05-03-2021,IN,39.8494,-86.2583,723443,13350,146252.3872143791,0.0
19.0,05-03-2021,IA,42.0115,-93.2105,365754,5959,45344.95272688086,0.0
20.0,05-03-2021,KS,38.5266,-96.7265,311108,4986,47197.04089569473,0.0
21.0,05-03-2021,KY,37.6681,-84.6701,445449,6525,103846.49906114436,0.0
22.0,05-03-2021,LA,31.1695,-91.8678,459340,10393,139632.60148761162,0.0
23.0,05-03-2021,ME,44.6939,-69.3819,62092,790,154735.1905800573,0.0
24.0,05-03-2021,MD,39.0639,-76.8021,449509,8788,161354.10739569413,0.0
25.0,05-03-2021,MA,42.2302,-71.5301,691735,14179,312077.8619900492,0.0
26.0,05-03-2021,MI,43.3266,-84.5361,945732,18922,129319.8650986992,0.0
27.0,05-03-2021,MN,45.6945,-93.9002,580340,7256,152445.97519838173,0.0
28.0,05-03-2021,MS,32.7416,-89.6787,312400,7207,63427.704728493096,0.0
29.0,05-03-2021,MO,38.4561,-92.2884,593831,9150,86496.50961282152,0.0
30.0,05-03-2021,MT,46.9219,-110.4544,109092,1574,123028.54287794096,0.0
31.0,05-03-2021,NE,41.1254,-98.2681,220225,2245,147576.88140247556,0.0
32.0,05-03-2021,NV,38.3135,-117.0554,316239,5473,103349.79786738074,0.0
33.0,05-03-2021,NH,43.4525,-71.5639,95506,1305,139296.73290868427,0.0
34.0,05-03-2021,NJ,40.2989,-74.521,1000993,25616,153775.13878896984,0.0
35.0,05-03-2021,NM,34.8405,-106.2485,198372,4073,156158.03673070145,0.0
36.0,05-03-2021,NY,42.1657,-74.9481,2057276,52219,265430.02589603,0.0
37.0,05-03-2021,NC,35.6301,-79.8064,974319,12691,108315.5989215952,0.0
38.0,05-03-2021,ND,47.5289,-99.784,107703,1525,200162.3227506424,0.0
39.0,05-03-2021,OH,40.3888,-82.7649,1075999,19906,106730.23586075916,0.0
40.0,05-03-2021,OK,35.5653,-96.9289,448872,6788,101331.04336625162,0.0
41.0,05-03-2021,OR,44.572,-122.0709,186878,2502,111170.042133969,0.0
42.0,05-03-2021,PA,40.5908,-77.2098,1170072,26274,102229.6457214578,0.0
44.0,05-03-2021,RI,41.6809,-71.5118,148669,2678,379381.62722622405,0.0
